"acidity","residualSugar","density","pH","alcohol"
7.7,1.2,0.99084,3.18,12.1
7.3,1.4,0.99244,3.24,10.7
6.4,14.4,0.99955,3.26,8.8
6.3,1.7,0.99374,3.8,10.8
6.2,3.6,0.9892,3.31,13.1
7.6,3.6,0.99144,3.08,12.5
7,10.05,0.99352,3.09,11.7
7,10.05,0.99352,3.09,11.7
7,10.5,0.9935,3.09,11.6
7.6,1.9,0.99237,3.29,11.3
7.6,3.6,0.99144,3.08,12.5
6.7,1.65,0.99022,3.11,11.4
6.2,1.9,0.99032,3.4,12.2
7.8,65.8,1.03898,3.39,11.7
7.1,6.85,0.99587,3.31,10.4
7.1,7.4,0.99587,3.31,10.4
7.1,7.4,0.99587,3.31,10.4
6.4,20.2,0.99976,3.17,9.1
8,11,0.99354,3.05,12.2
6.4,20.2,0.99976,3.17,9.1
6.9,6.2,0.99552,3.12,9.4
6.9,6.2,0.99552,3.11,9.4
7.1,6.85,0.99587,3.31,10.4
6.6,8,0.99604,3.22,9.2
6.8,8.2,0.99584,3.2,9.4
6.5,2.2,0.98894,3.22,13.5
6.8,10.1,0.9963,3.07,9.4
6.4,7.2,0.993,3.13,10.9
6.5,2.2,0.98894,3.22,13.5
6.8,10.1,0.9963,3.07,9.4
6.9,1.6,0.99068,3.19,11.4
6.7,1.3,0.98964,3.19,12.4
6.6,8,0.99604,3.22,9.2
6.8,8.2,0.99584,3.2,9.4
5.6,5.3,0.9923,3.3,10.5
5.5,14,0.99437,3.26,11.5
6.4,7.2,0.993,3.13,10.9
7.3,1.6,0.99238,3.34,10.8
7.5,11.8,0.99801,3.03,8.9
7.5,9.6,0.99802,3.03,8.9
7,6.1,0.99566,3.2,9.4
5.8,2.7,0.99067,3.44,12.2
7.8,3.6,0.99066,2.99,12.1
7.4,1.7,0.9929,3.17,10.9
6.7,1.6,0.9934,3.34,10.1
5.8,2.7,0.99067,3.44,12.2
6.7,1,0.98912,3.31,13
6.6,0.9,0.99066,3.23,11
7.2,1.6,0.99228,3.19,10.8
6.7,1,0.98912,3.31,13
6,10.6,0.9958,2.91,9.3
6,2,0.99052,3.44,11.4
6.7,1.2,0.99312,2.99,9.2
6.6,6.2,0.9968,3.5,9.9
6.5,9.2,0.99502,3.22,10.5
7.6,5,0.99084,3.06,12.4
7.2,6.3,0.99573,3.18,9.5
6.3,3.3,0.99256,3.16,10.5
6.5,8,0.9959,3.23,9.1
6.4,1.2,0.99084,3.38,11.5
6.4,1.2,0.99084,3.38,11.5
7.1,16.2,0.99644,3.17,11.2
6.6,11.6,0.99526,3.22,10.8
6.6,7.2,0.9954,3.12,9.4
6.6,1.1,0.99095,3.17,11
7.2,3.4,0.99188,3.21,11.3
6.2,1.4,0.9909,3.28,11.2
6.3,3.3,0.99256,3.16,10.5
6.5,8,0.9959,3.23,9.1
7.3,9.3,0.99581,3.21,10.4
6.9,2.3,0.99132,3.1,11.2
5.8,0.9,0.98936,3.14,11.1
6.5,3.5,0.99136,3.18,11.2
5.5,1.7,0.99142,3.29,10.5
5.9,1.3,0.99232,3.2,10
5.9,1.3,0.99232,3.2,10
8,5.6,0.993,3.1,10.9
6.5,7.4,0.99311,3.15,10.9
6.9,2.3,0.99132,3.1,11.2
5.8,1,0.98993,3.5,11.7
6.6,1.5,0.99208,3.16,10
7.7,10,0.99776,3.02,9.5
6.7,14.9,0.99839,3.03,9
7.3,9.3,0.99574,3.04,10
7.9,1,0.99093,3.08,11.9
5.3,1,0.99156,3.57,10.6
6.4,5.9,0.99278,3.15,11
6.9,5,0.9924,3.25,11.2
5.6,1.25,0.98984,3.51,12
6.6,3.9,0.99035,3.24,12.6
6.9,5,0.9924,3.25,11.2
6.6,0.8,0.99165,3.24,10.5
7.3,1,0.9923,3.11,10.2
6.4,5.9,0.99278,3.15,11
5.1,1.6,0.99008,3.57,12.2
6.5,1.3,0.98964,3.18,12.3
5.3,1,0.99156,3.57,10.6
5.6,1.1,0.9909,3.36,10.4
5.6,1.25,0.98984,3.51,12
6.7,1.4,0.9889,3.15,12.7
6.2,1.2,0.99178,3.05,10.6
6,5,0.99076,3.14,12.3
6.7,1.4,0.9889,3.15,12.7
6.7,1.7,0.99046,3.09,11.4
4.2,1.8,0.98999,3.65,12
5.8,1.6,0.98946,3.23,12.4
5.4,1.5,0.98976,3.24,12.1
6.7,1.7,0.99046,3.09,11.4
6.4,13.9,0.99672,3.21,10.7
6.5,5.9,0.99482,2.97,9.3
5.9,2.1,0.98945,3.37,12.7
5.7,1.1,0.98883,3.18,11.7
7.9,6.7,0.99362,2.93,10.7
7.2,2.7,0.99075,2.99,11.8
7,6.7,0.99436,3.2,9.9
6.8,3.95,0.98988,3.23,13.4
7,7.75,0.99158,3.12,12.8
6.9,10.6,0.99265,3.15,12.8
6.6,1.6,0.99195,3.13,10.5
6.4,2.5,0.99168,3.31,11.5
8.5,0.7,0.9918,3.04,10.5
8.4,11.1,0.99313,2.95,13
5.2,5.15,0.9895,3.19,12.4
6.9,4.7,0.9932,3.16,10.2
6.7,9.7,0.99848,3.23,9
6.2,1.7,0.9909,3.33,12
6.4,1.4,0.99014,3.15,11.7
6.4,2,0.9952,3.58,10
7,7.5,0.99652,3.37,10.3
6.7,9.7,0.99848,3.23,9
8.6,0.8,0.99104,2.99,11.1
6.2,13.1,0.99772,3.31,9
6.1,1.1,0.9922,3.4,10.5
6.5,2.2,0.99076,3.27,11.9
6.2,8.9,0.99622,3.27,9.4
5.7,1.1,0.9902,3.31,11.4
6.4,0.9,0.99114,3.31,10.8
7.6,1.7,0.9938,3.1,9.8
6.6,6.9,0.99594,3.2,9.3
5.7,1.1,0.9902,3.31,11.4
6.2,1,0.99035,3.24,11.3
6.2,1,0.99032,3.23,11.3
6.1,7.6,0.99558,3.22,9.5
6.2,8.9,0.99622,3.27,9.4
6.5,2.2,0.99076,3.27,11.9
7.7,1.2,0.99413,3.03,9.3
6.9,1,0.99043,3.03,11.4
6.9,1,0.99043,3.03,11.4
6,3.1,0.98982,3.22,12.7
7.1,1.95,0.98934,3.2,13.5
5.7,2.2,0.9902,3.06,11.2
6.4,8.75,0.99449,3.19,10.7
7.4,11.9,0.99629,3.01,10.8
6.7,2.7,0.9948,3.46,10.5
6.5,5.45,0.98984,3.13,13
6.9,6.3,0.99326,3.08,10.8
6.6,14.4,0.99834,3.05,9.1
7.7,7.8,0.99555,3.1,10.1
5.2,1.6,0.98975,3.3,11.9
7,9.1,0.99216,2.98,12
7,9.1,0.99216,2.98,12
6.6,14.4,0.99834,3.05,9.1
5.6,1.3,0.9901,3.22,11.6
5.2,1.6,0.98975,3.3,11.9
6.4,11.3,0.99573,3.14,10.2
6.9,6.3,0.99326,3.08,10.8
5.3,0.7,0.99215,3.3,9.8
7.1,1.25,0.98993,2.95,11.4
5.2,0.7,0.99218,3.3,9.8
7.7,7.8,0.99555,3.1,10.1
7,10.3,0.99564,3.19,9.8
7,10.3,0.99564,3.19,9.8
7.1,7.8,0.99397,3.21,10.7
7.2,8.7,0.99576,3.11,10.6
6.8,8.3,0.99601,3.17,9.3
7,10.3,0.99564,3.19,9.8
7.1,7.8,0.99397,3.21,10.7
4.9,1.2,0.98713,3.33,14
5.1,8.3,0.99308,3.36,11
5.1,8.3,0.99308,3.36,11
6.8,6.2,0.99582,3.21,9.4
6,5,0.99494,3.1,9
6,1.8,0.9929,3.08,9
7.2,1.6,0.99471,3.37,10
6.1,1.8,0.9929,3.08,9
6,1.8,0.9929,3.08,9
6.4,2.9,0.99037,3.29,12.4
7.4,6,0.99304,3.14,11.3
8.1,0.9,0.99026,2.8,12
6.4,1.1,0.98986,3.01,11.7
7.2,1.6,0.99471,3.37,10
7.3,5.45,0.98951,2.84,13.2
7.7,14.05,0.99634,3.07,11
6.9,8,0.99368,3.22,11
6.9,13.1,0.99792,3.02,9.2
7.5,4.9,0.99026,3.08,13
5.8,1.3,0.99362,3.77,10.6
5.5,2.2,0.98919,3.55,13
6.6,14.9,0.99835,3.04,9
6.6,14.9,0.99835,3.04,9
8.4,0.95,0.99038,2.93,11.5
6.7,1.4,0.99104,3.11,11
8.4,0.95,0.99038,2.93,11.5
7.3,1.7,0.99286,3.11,9.9
6.3,5.6,0.99296,3.12,10.4
6.6,14.9,0.99835,3.04,9
7.5,7.1,0.9954,3.06,9.9
8,1.2,0.9914,3.07,11
6.8,9.6,0.99286,3.18,12.1
6.6,11.4,0.99604,2.96,9.7
6.6,11.4,0.99604,2.96,9.7
6.7,7.9,0.99119,2.99,12.2
6.1,5,0.99007,3.15,12.4
8.5,11.1,0.99507,3.03,10.5
7,8,0.99596,3.28,10.4
6,3.8,0.99011,3.15,12
6.9,10.55,0.99184,3.07,12.7
6.7,10.2,0.99469,3.11,10.9
6.7,10.2,0.99469,3.11,10.9
6.8,9.8,0.99406,3.11,10.9
7.2,6.3,0.99305,3.15,11.4
6.2,1.1,0.99096,3.22,11
5,4.5,0.98956,3.45,12.6
6.3,6.3,0.9921,3.29,11.6
6.6,10.9,0.99496,3.11,10.5
6.8,9.8,0.99406,3.11,10.9
6.8,9.8,0.99406,3.11,10.9
6.6,0.8,0.9888,3.03,12.5
6.5,0.8,0.98942,3.11,12.1
6.9,1.2,0.99082,3.02,11.3
6,1.3,0.98802,3.07,13.3
6.8,9.8,0.99406,3.11,10.9
6.7,10.2,0.99469,3.11,10.9
6.6,10.9,0.99496,3.11,10.5
6.3,6.3,0.9921,3.29,11.6
7.2,6.3,0.99305,3.15,11.4
6.3,1.2,0.99074,3.16,11
6.9,0.9,0.98968,3.08,12.1
6.2,1.1,0.99096,3.22,11
5,4.5,0.98956,3.45,12.6
5,3.7,0.9887,3.36,13
6.5,18.1,0.99941,2.94,8.8
6.7,1.35,0.99388,3.16,9.5
6.6,5.5,0.99206,3.2,11.8
6.8,3.1,0.99035,3.14,12.2
7,12.85,0.99581,3.05,10.7
7,19.8,0.9976,3.07,11
7.2,8.25,0.99362,2.99,11.4
7,12.85,0.99581,3.05,10.7
5.9,3.8,0.99016,3.09,12
6.8,6.9,0.99176,3.02,11.9
7.2,8.25,0.99362,2.99,11.4
8.4,11.7,0.99439,3.02,11.8
6.8,4.6,0.99458,3.34,10.6
8,4,0.99418,3.06,9.7
7,19.8,0.9976,3.07,11
7,12.85,0.99581,3.05,10.7
5.4,1.2,0.99178,3.76,11
8.4,8.9,0.99456,2.99,10.5
7.4,11.7,0.99578,3.1,10.4
7.5,6.2,0.99546,3.2,10.5
7.1,14.8,0.99518,3.12,12
7.1,14.8,0.99518,3.12,12
5.8,10.8,0.99646,3.22,9.2
6.7,1.6,0.99264,3.37,10.9
6.8,8.3,0.99578,3.15,9.5
6.9,8.4,0.99604,3.15,9.4
6,2.5,0.99014,3.13,11.3
6.8,3.5,0.99489,3.42,10.4
6.3,17.2,0.99884,3.26,9.4
6.5,2.1,0.99054,3.02,11.3
6.3,12.2,0.99782,3.14,8.8
6.3,11.8,0.99519,3.2,10.8
6.2,16.8,0.99882,3.25,9.4
6.3,17.2,0.99884,3.26,9.4
7.2,1.1,0.9931,2.95,9.2
6,14.7,0.99666,3.12,10.3
5.7,5.5,0.99324,3.09,9.9
6.9,6.1,0.99086,3.19,12.4
7.7,1.2,0.9908,3.11,11.9
7.1,1.3,0.99067,3.11,11.7
7.5,8.7,0.99711,2.98,9.4
6.2,1.7,0.99452,3.53,9.6
7.5,8.7,0.99711,2.98,9.4
5.6,10.2,0.9945,2.98,10.4
7.6,4.5,0.99427,3.09,9.5
5.8,5.9,0.99152,3.2,11.9
6.3,1.7,0.98935,3.18,12.5
6.9,1.4,0.98876,3.16,13.4
7.2,5.4,0.99174,3.13,12.7
6.2,7.9,0.99572,3.17,9.1
8.5,1.1,0.99184,2.9,10.5
6.2,7,0.99454,3.19,10.4
6.2,7,0.99454,3.19,10.4
6.8,7.6,0.99164,3.08,12.5
6.2,7,0.99454,3.19,10.4
7.4,12.3,0.99778,2.95,9
7,15.3,0.9975,3.18,9.8
7.4,12.3,0.99778,2.95,9
7.3,1.2,0.99205,3.17,10.7
6.1,2.3,0.98962,3.16,12.4
7,6.1,0.99118,3.08,12.5
6.8,7.6,0.99164,3.08,12.5
6.5,10.2,0.99274,3.1,12.1
7.5,4.1,0.99184,2.92,11.3
6.7,2.9,0.99052,3.25,12
6.6,8.5,0.99546,3.28,10.4
6.4,1.5,0.98972,3.11,12.2
6.3,3.1,0.9942,3.05,8.6
6.2,7.9,0.99572,3.17,9.1
7.1,3.5,0.99022,2.96,12.1
6.6,4.9,0.99253,3.32,12
8.5,1.1,0.99184,2.9,10.5
6.2,7,0.99454,3.19,10.4
6,1.2,0.9903,3.46,11.9
5.8,4.5,0.98906,3.25,13.7
6.6,2.6,0.99146,3.22,11.3
8.5,9.9,0.9951,3.02,10.5
5.8,4.5,0.98906,3.25,13.7
6.1,9.5,0.995,3.14,10.1
6.3,1.5,0.98876,2.94,12.3
6.2,3.2,0.98956,3.06,12
6.6,2.6,0.99146,3.22,11.3
6.3,11.2,0.99592,3.12,9.5
7.6,3.2,0.99129,3.02,11.4
7,2.3,0.99064,3.16,11.9
9.7,4.9,0.99368,2.85,10
9.7,4.9,0.99368,2.85,10
6.8,1.4,0.99121,3.23,11.3
6.6,1.5,0.99104,3.25,11.7
5.1,6.7,0.99221,3.36,11
6.7,2.1,0.98924,2.97,12.2
6.7,4.3,0.99176,2.91,10.7
7,10.9,0.99432,3.11,10.9
6.5,7,0.99366,3.17,10.2
7,2.3,0.99064,3.16,11.9
7.6,2.5,0.99178,3.15,11.1
7.7,2.6,0.99126,3,11.2
7.6,3.2,0.99129,3.02,11.4
7.7,2.5,0.99252,3.07,10.6
7.6,14.7,0.99709,3.03,10.3
6.9,4.5,0.99513,3.4,10.4
6.7,2.2,0.99045,3.1,11.9
6.5,1.9,0.99,3.19,11.9
7.6,1.6,0.99305,3.12,10.4
6.5,17.3,0.99888,3.11,9.2
6.3,4.2,0.99182,3.24,11.3
6.3,4.2,0.99182,3.24,11.3
6.7,2.5,0.9913,3.25,11
6.5,1.9,0.99,3.19,11.9
5.9,1.4,0.98836,3.08,12.9
5.9,0.8,0.9897,3.09,10.8
6.2,8,0.99586,3.16,9.1
7.6,1.6,0.99305,3.12,10.4
5.6,1.7,0.98892,3.35,12.9
5.5,5.5,0.99156,3.46,12.2
6.5,17.3,0.99888,3.11,9.2
7.4,8.6,0.99534,3.06,10.3
7.2,6.9,0.99322,3.08,11
7.6,2.1,0.99296,3.17,11
5,2.2,0.99098,3.69,11.7
6.1,1.5,0.98972,3.2,12
6.5,2.5,0.98964,3.17,12.7
6.3,17.6,0.99918,3.11,8.8
6.3,4.2,0.99182,3.24,11.3
6.6,2.9,0.99008,3.19,12.8
6.5,4.8,0.992,3.18,11.2
6.6,11.9,0.99851,3.26,8.9
5.6,0.9,0.99026,3.5,11.2
6.2,1.3,0.9906,3.23,11.1
6.9,6.4,0.99293,3.05,10.8
6.2,4.3,0.99658,3.18,9.3
6.6,11.9,0.99851,3.26,8.9
5.9,8.1,0.9911,3.22,12.7
7.8,1.3,0.9904,3.16,12
5.5,0.9,0.99026,3.5,11.2
6.2,17.2,0.99946,3.23,8.8
6.2,17.2,0.99946,3.23,8.8
6.2,17.2,0.99946,3.23,8.8
7.2,8.7,0.99568,3.2,10.4
6.2,17.2,0.99946,3.23,8.8
7.2,8.7,0.99568,3.2,10.4
5.8,7.5,0.9907,3.38,14
6.2,17.2,0.99946,3.23,8.8
7.6,4.6,0.99018,3.03,13.1
5.8,3.7,0.98994,3.25,12.3
7.2,2.2,0.99075,3.27,12.6
6.8,7.4,0.99212,3.18,12
6.1,15.1,0.99684,2.87,9.5
6.8,7.4,0.99212,3.18,12
7.1,4.8,0.99036,3.08,12.7
6.9,7.9,0.99456,3.4,10.5
6.5,1,0.98865,3.15,12.9
6.1,15.1,0.99684,2.87,9.5
6.8,7.4,0.99212,3.18,12
7.1,4.8,0.99036,3.08,12.7
7.8,4.6,0.99222,3.06,11.9
6.1,1.4,0.99022,3.24,12
5.2,6.2,0.99076,3.25,12.5
5.6,6.1,0.99144,3.21,12.1
6.2,5.1,0.98961,3.05,12.5
5.7,6.3,0.9936,3.06,9.9
7.6,0.9,0.99126,3.02,10.7
7.3,2.3,0.99044,2.94,12
6.7,6.6,0.99123,2.97,12.2
6.7,7.5,0.99123,2.99,12.4
6.9,8.6,0.9916,3,12.4
7.8,11.9,0.9959,3.02,10.3
7.3,2.3,0.99044,2.94,12
5.6,7.1,0.9931,3.3,10.5
7.6,4.3,0.99422,3.1,9.5
8.5,1.1,0.99194,3,10.5
6.5,1,0.98926,3.24,12.3
8.3,7.9,0.99306,2.93,11.9
5.5,1,0.99164,3.25,9.8
6.5,1,0.98926,3.24,12.3
6.2,1,0.98988,3.14,11.4
6.5,7.3,0.99268,3.21,11
8.7,1.7,0.99373,3.06,10.8
6.7,1.3,0.98939,3.24,12.8
7,6.4,0.99318,3.11,11
6.6,1.8,0.99196,3.15,10.2
5.8,1.5,0.98952,3.32,12.5
7.6,3.8,0.9911,3.06,11.6
8.3,7.9,0.99306,2.93,11.9
5.5,1,0.99164,3.25,9.8
5.7,1.2,0.99111,3.26,11
7,5.3,0.99321,3.14,10.9
6.4,9.1,0.99326,2.97,11
7.9,6.5,0.99124,2.96,12.5
6.4,9.1,0.99326,2.97,11
6.8,6.3,0.99214,3.18,12
5.2,5.1,0.9897,3.14,12.4
7.9,6.5,0.99124,2.96,12.5
5.6,2.4,0.98915,3.22,12.8
6.4,9.1,0.99326,2.97,11
6.8,7.5,0.99692,3.33,9.1
6.8,5,0.991,3.11,12.4
6.6,6.75,0.9913,3.15,12.9
6.8,1.2,0.99234,3.09,10.9
6.8,1.6,0.99402,3.53,10.8
6.4,16.05,0.99678,3.11,10.6
5.8,5,0.99458,3.13,9
8.2,12.4,0.99452,3.04,12
6.4,0.95,0.99033,3.25,11.8
7.5,4.6,0.9927,3.01,10.6
5.2,1.7,0.99002,3.34,12.3
7.1,1,0.99057,3.19,11.5
7.2,1.3,0.99127,2.97,11.1
5.8,5,0.99458,3.13,9
6.5,2.5,0.9927,3,9.9
6.2,2.6,0.98938,3.27,12.8
9,2.1,0.99001,2.93,12.9
6.6,12.75,0.99386,3.1,12.9
6.6,1.1,0.9899,3.01,12
8.2,12.4,0.99452,3.04,12
5.7,3.7,0.9913,3.22,11.2
6.6,2.65,0.98916,3.11,13.3
5.7,2.5,0.99276,3.34,9.9
6.8,8.2,0.99586,3.11,9.5
6.8,7.3,0.99556,3.12,9.4
6.2,1.1,0.99158,3.48,11
6.7,6.6,0.99548,2.96,9.4
6.8,7,0.99206,2.98,11.5
6.7,14.5,0.99412,3.14,12.5
6.2,11.8,0.99364,3.18,11.9
6.6,3,0.99338,3.26,10.4
5.7,3.7,0.9913,3.22,11.2
6.9,6,0.99123,3.11,12.5
6.4,4.6,0.99216,3.18,11
7.6,2.5,0.99328,3.09,9.8
6.6,3.3,0.99031,3.1,12.3
6.4,1,0.9908,3.18,11
5.8,1.1,0.98871,3.1,12.6
7,1.4,0.99119,3.31,11.6
6.6,3.3,0.99031,3.1,12.3
6.7,8.55,0.99146,3.19,13.4
7.6,2.5,0.99328,3.09,9.8
6.8,6.7,0.99245,3.18,11.5
7.7,3.8,0.99116,3.04,11.6
6.4,4.5,0.9921,3.18,11.1
6.4,4.6,0.99216,3.18,11
6.7,4.2,0.99162,3.06,11.3
6.7,11.3,0.99632,3.08,9.9
7.1,5.5,0.99082,3.06,12.6
5.3,4.2,0.9905,3.3,11.8
7.1,2.2,0.99177,3.03,11.4
7.4,14.5,0.9986,3.1,9.2
7.4,14.5,0.9986,3.1,9.2
7.4,14.5,0.9986,3.1,9.2
7.4,14.5,0.9986,3.1,9.2
7.4,14.5,0.9986,3.1,9.2
7.4,14.5,0.9986,3.1,9.2
6.3,1.5,0.98923,3.21,13
7.6,18.75,1.00014,3.1,9.3
6.5,3.6,0.99026,3.22,12.6
5.9,1.4,0.99358,3.34,9.6
4.2,5.1,0.99688,3.42,8
8.1,10.5,0.99407,3.11,11.8
5.8,2,0.99226,3.21,10.2
7.5,2.6,0.99097,3.32,12.7
6.6,9.2,0.9976,3.31,9.4
6.4,1.8,0.99166,3.1,10.2
6.5,5.7,0.99184,3.28,12
7.5,2.4,0.99135,3.08,11.3
6.4,1.9,0.99074,3.32,11.8
6.1,1.4,0.99193,3.45,10.9
6.5,0.9,0.99226,3.14,9.8
6.6,4.6,0.99142,3.23,12.2
6.4,1.4,0.99091,3.23,11.1
6.6,9.2,0.9976,3.31,9.4
7.4,1.4,0.99134,3.06,11.4
6.4,1.8,0.99166,3.1,10.2
6.5,2.3,0.98964,3.13,12.8
6.7,2.3,0.99229,3.07,10.1
6.6,4.4,0.99396,2.93,9.4
8,6.4,0.99148,2.91,12.2
6.8,2.9,0.9913,3.07,10.9
6.8,2.8,0.99126,3.06,10.9
6.8,2.9,0.9913,3.07,10.9
6.6,4.4,0.99396,2.93,9.4
6.6,8.2,0.99562,3.14,9.4
7.8,1,0.99128,3.08,11.4
5.6,2.9,0.98896,3.17,12.9
6.6,7,0.99558,3.14,9.4
6.8,1.8,0.98961,2.91,12
7.3,1.5,0.99338,3.38,10.1
6.6,7,0.99558,3.14,9.4
6.6,8.2,0.99562,3.14,9.4
6.5,7.6,0.99572,3.17,9.2
6.3,2.3,0.99056,3.34,11.8
6.8,8.7,0.99146,3,12.3
7.8,1,0.99128,3.08,11.4
5.6,2.9,0.98896,3.17,12.9
6.6,6.7,0.99172,3.13,12.3
6.3,5,0.99012,3.27,13.5
6,1.9,0.98912,3.29,12.8
6.3,2,0.98902,3.04,12.8
6,1.9,0.98912,3.29,12.8
9.4,8.5,0.99395,2.9,11
6.4,12.6,0.99539,3.2,10.6
6.7,5.2,0.99129,3.16,12.4
6.3,2.1,0.98956,3.22,12.9
6,1.1,0.9916,3.54,11.1
5.9,1.3,0.98889,3.08,12.9
7.3,1.1,0.99012,3.1,11.8
6.6,9.2,0.99833,3.23,9.1
5.8,1.2,0.98853,3.09,12.7
5.8,1.1,0.98942,3.16,12
5.6,8.3,0.99266,3.24,11.2
6.6,1.8,0.98962,3.19,12.4
5.1,1.4,0.99168,3.5,10.4
7.5,15.7,0.9968,3.06,10.4
6,4.35,0.98934,3.29,12.7
5.7,1.8,0.98995,3.48,12.5
7.1,1.6,0.991,3.14,12
6.9,2,0.99152,3.16,11.6
6.8,5,0.99048,3.12,12.6
6.6,1.8,0.99204,3.15,10.2
5.8,1.3,0.99202,3.43,10.4
6.4,1,0.9906,3.3,11.5
6.7,1.4,0.99091,3.02,11
6.7,8.1,0.99472,3.11,10.1
6.8,8.6,0.99452,3.08,10.5
6.5,3.7,0.99177,3.23,12.1
5.1,5.7,0.9934,3.18,9.9
6.6,2.35,0.99082,3.05,11.4
6.9,13.65,0.99784,3,9.5
6.9,13.65,0.99784,3,9.5
6.9,13.65,0.99784,3,9.5
7.2,15.2,0.99665,3.17,10.9
7.6,4.6,0.99422,3.08,9.5
6.2,1.2,0.98999,3.32,12.6
7.6,4.6,0.99422,3.08,9.5
6.5,6.65,0.99254,3.18,11.1
6.9,13.55,0.99782,3,9.5
6.9,13.65,0.99784,3,9.5
6.8,9.8,0.9952,3.13,10.6
6.7,10.3,0.99519,3.12,10.6
6.6,6.7,0.99384,3.15,10.8
7.2,15.2,0.99665,3.17,10.9
6.4,9.9,0.99596,3.34,9.9
7.2,7.2,0.9935,3.08,11.3
6,1.1,0.98862,3.22,12.6
6.7,8.3,0.99151,2.96,12.5
6.5,11.25,0.9922,3.02,12.4
5.9,12.8,0.99426,3.31,11.8
5.3,9.65,0.99168,3.18,12.2
6.8,12.6,0.99556,3.19,10.7
6,12.2,0.99356,3.17,11.3
6.7,8.3,0.99151,2.96,12.5
6.5,11.25,0.9922,3.02,12.4
7.1,1.3,0.99072,3.05,11.3
6.4,9.9,0.99596,3.34,9.9
7.2,7.2,0.9935,3.08,11.3
6,1.1,0.98862,3.22,12.6
6,1.1,0.98954,3.14,11.5
7.6,4.8,0.99076,2.98,12.3
6.2,1.1,0.9889,2.97,12.2
6,1.4,0.98794,3.08,13.2
6.6,1.7,0.99207,3.13,10.2
7,10.6,0.99355,3.05,11.5
6,1.4,0.98794,3.08,13.2
6.2,1.1,0.9889,2.97,12.2
5.6,5.55,0.99336,3.47,11
6.9,2.1,0.98882,2.98,13.2
5.9,1.7,0.99341,3.32,9.5
7.8,9,0.997,3.25,10.2
6.6,1.7,0.99207,3.13,10.2
7,1.8,0.99174,3,11.4
6.1,4.7,0.99042,3.16,12.5
7.6,11.3,0.9984,3.01,9.2
6.5,3.6,0.99111,3.28,12.1
6.9,6.9,0.9933,3.1,10.7
6.5,3.6,0.99111,3.28,12.1
6.4,4.9,0.99316,3.38,11.2
6.8,6.95,0.9946,3.25,10.6
6.4,1.9,0.99,3.06,11.8
6.1,4.7,0.99042,3.16,12.5
7.6,11.3,0.9984,3.01,9.2
8.8,1.8,0.99016,2.95,12.6
6.6,11.3,0.99381,3.13,12.8
6.9,8.2,0.99144,3,12.3
6.9,8.3,0.99139,2.99,12.3
6.7,9.55,0.9919,2.98,12.4
8,8.4,0.99192,2.93,12.3
6.5,7.8,0.99576,3.2,9.1
6.6,7.8,0.9958,3.2,9.1
7.4,10.2,0.9951,3.1,10.6
6.3,5.5,0.99304,3.19,10.3
6.1,7.8,0.99657,3.39,9.5
5.6,7.4,0.99268,3.25,11.1
7.7,3.3,0.99392,3.12,10.8
8.8,5,0.99242,2.94,11.2
7.7,3.3,0.99392,3.12,10.8
8.8,5,0.9925,2.87,11.4
5.8,1.3,0.99092,3.21,11.2
5.8,1.2,0.99137,3.19,10.2
5.6,7.4,0.99268,3.25,11.1
6.1,7.8,0.99657,3.39,9.5
7.1,9.9,0.99642,3.12,10.2
6.2,0.7,0.9916,3.37,11
8.9,4.6,0.99458,3.15,11.5
6,5.6,0.99373,3.05,9.8
6.8,9.5,0.99586,3.11,10.1
6.7,14.8,0.99942,2.95,8.8
8.9,4.6,0.99458,3.15,11.5
6.1,2.1,0.9895,3.39,12.7
7.2,11.6,0.9963,3.1,9.8
6.7,1.2,0.9892,3.16,12.9
7.2,11.6,0.9963,3.1,9.8
6.1,2.1,0.9895,3.39,12.7
7.6,20.15,1.00196,3.01,8.5
6.3,4.7,0.99036,3.24,12.7
6.2,4.3,0.989,2.98,13.1
7.1,14.5,0.99947,3.35,9.1
6.4,4.9,0.9916,3.36,12.5
7.1,14.55,0.99945,3.34,9.1
7.1,14.55,0.99945,3.34,9.1
5.8,10.05,0.99375,3.33,11.2
6.4,4.9,0.9916,3.36,12.5
7.1,14.5,0.99947,3.35,9.1
7.1,14.55,0.99945,3.34,9.1
7.1,15.25,0.99946,3.34,9.1
7.8,3.15,0.99153,3.24,11.5
6.2,1.3,0.98834,3.05,12.9
8.2,5.2,0.99138,2.95,12.5
6.5,1.1,0.98928,3.25,12.3
6.9,7.1,0.99246,3.1,11.4
6.7,8.8,0.99576,3.22,9.4
6.7,18.5,0.99956,3.11,9.1
6.7,8.8,0.99576,3.22,9.4
6.8,1.4,0.99026,3.16,12
7.1,1.2,0.99174,3.18,11.1
5.9,5,0.99058,3.1,11.8
6,1.6,0.9905,3.24,11.4
6.7,18.75,0.99956,3.11,9.1
6.6,6,0.99192,3.19,12.1
7.3,9.4,0.99554,3.15,10.4
6,9.7,0.99536,3.12,9.2
6.7,4.75,0.99056,3.29,13
6.6,6,0.99192,3.19,12.1
6.6,5.35,0.99112,2.93,11.5
6.6,5.35,0.99112,2.93,11.5
8,6.8,0.99616,3.23,10
5.6,6.9,0.99266,3.25,11.1
5.8,1.4,0.98918,3.26,12.4
7.3,0.9,0.98926,2.9,12.2
6,1.2,0.99114,3.06,10.6
